,number,value,datetime_start,datetime_complete,duration,params_AAPL_COST_beta_win,params_AAPL_COST_stop_loss,params_AAPL_COST_trade_freq,params_AAPL_COST_z_entry,params_AAPL_COST_z_exit,params_AAPL_COST_z_stop_scaler,params_AAPL_COST_z_win,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_ATVI_DDOG_beta_win,params_ATVI_DDOG_stop_loss,params_ATVI_DDOG_trade_freq,params_ATVI_DDOG_z_entry,params_ATVI_DDOG_z_exit,params_ATVI_DDOG_z_stop_scaler,params_ATVI_DDOG_z_win,params_AZN_DLTR_beta_win,params_AZN_DLTR_stop_loss,params_AZN_DLTR_trade_freq,params_AZN_DLTR_z_entry,params_AZN_DLTR_z_exit,params_AZN_DLTR_z_stop_scaler,params_AZN_DLTR_z_win,params_BKNG_EA_beta_win,params_BKNG_EA_stop_loss,params_BKNG_EA_trade_freq,params_BKNG_EA_z_entry,params_BKNG_EA_z_exit,params_BKNG_EA_z_stop_scaler,params_BKNG_EA_z_win,params_CMCSA_INTC_beta_win,params_CMCSA_INTC_stop_loss,params_CMCSA_INTC_trade_freq,params_CMCSA_INTC_z_entry,params_CMCSA_INTC_z_exit,params_CMCSA_INTC_z_stop_scaler,params_CMCSA_INTC_z_win,params_CSX_PAYX_beta_win,params_CSX_PAYX_stop_loss,params_CSX_PAYX_trade_freq,params_CSX_PAYX_z_entry,params_CSX_PAYX_z_exit,params_CSX_PAYX_z_stop_scaler,params_CSX_PAYX_z_win,params_CTSH_DOCU_beta_win,params_CTSH_DOCU_stop_loss,params_CTSH_DOCU_trade_freq,params_CTSH_DOCU_z_entry,params_CTSH_DOCU_z_exit,params_CTSH_DOCU_z_stop_scaler,params_CTSH_DOCU_z_win,params_DLTR_KHC_beta_win,params_DLTR_KHC_stop_loss,params_DLTR_KHC_trade_freq,params_DLTR_KHC_z_entry,params_DLTR_KHC_z_exit,params_DLTR_KHC_z_stop_scaler,params_DLTR_KHC_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_EA_MU_beta_win,params_EA_MU_stop_loss,params_EA_MU_trade_freq,params_EA_MU_z_entry,params_EA_MU_z_exit,params_EA_MU_z_stop_scaler,params_EA_MU_z_win,params_FISV_INTU_beta_win,params_FISV_INTU_stop_loss,params_FISV_INTU_trade_freq,params_FISV_INTU_z_entry,params_FISV_INTU_z_exit,params_FISV_INTU_z_stop_scaler,params_FISV_INTU_z_win,params_FISV_WDAY_beta_win,params_FISV_WDAY_stop_loss,params_FISV_WDAY_trade_freq,params_FISV_WDAY_z_entry,params_FISV_WDAY_z_exit,params_FISV_WDAY_z_stop_scaler,params_FISV_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_WDAY_beta_win,params_INTU_WDAY_stop_loss,params_INTU_WDAY_trade_freq,params_INTU_WDAY_z_entry,params_INTU_WDAY_z_exit,params_INTU_WDAY_z_stop_scaler,params_INTU_WDAY_z_win,params_NTES_VRTX_beta_win,params_NTES_VRTX_stop_loss,params_NTES_VRTX_trade_freq,params_NTES_VRTX_z_entry,params_NTES_VRTX_z_exit,params_NTES_VRTX_z_stop_scaler,params_NTES_VRTX_z_win,params_ORLY_VRTX_beta_win,params_ORLY_VRTX_stop_loss,params_ORLY_VRTX_trade_freq,params_ORLY_VRTX_z_entry,params_ORLY_VRTX_z_exit,params_ORLY_VRTX_z_stop_scaler,params_ORLY_VRTX_z_win,params_PYPL_WDAY_beta_win,params_PYPL_WDAY_stop_loss,params_PYPL_WDAY_trade_freq,params_PYPL_WDAY_z_entry,params_PYPL_WDAY_z_exit,params_PYPL_WDAY_z_stop_scaler,params_PYPL_WDAY_z_win,params_buffer_capital,params_pairs_to_trade,state
135,135,-0.8415445560057135,2025-06-21 19:35:01.084847,2025-06-21 19:35:08.616569,0 days 00:00:07.531722,7280.0,0.015,1m,2.0,0.6000000000000001,1.5,632.0,3312.0,0.02,2m,1.6,0.0,1.5,152.0,4896.0,0.01,5m,2.4000000000000004,0.8,0.5,576.0,1488.0,0.015,1m,2.8,0.2,2.0,208.0,1232.0,0.015,2m,1.8,1.0,0.5,752.0,5248.0,0.015,5m,2.4000000000000004,0.8,1.5,648.0,5208.0,0.02,4m,1.4,1.0,1.0,336.0,2896.0,0.01,1m,3.0,1.0,1.5,512.0,2400.0,0.01,4m,3.0,0.2,0.5,912.0,8016.0,0.01,4m,1.2,0.2,2.0,192.0,3504.0,0.015,3m,1.2,0.8,0.5,280.0,3960,0.02,4m,3.0,1.0,1.5,144,6608.0,0.015,5m,2.2,0.2,1.0,120.0,4368.0,0.01,4m,1.0,0.6000000000000001,0.5,392.0,2304.0,0.01,4m,1.2,0.6000000000000001,2.0,1016.0,2720.0,0.01,1m,2.4000000000000004,1.0,0.5,88.0,6952.0,0.01,1m,1.0,0.0,1.5,448.0,7160.0,0.015,2m,1.2,0.0,1.5,232.0,6200.0,0.015,5m,2.2,0.6000000000000001,1.0,400.0,1224.0,0.02,4m,1.4,0.4,2.0,120.0,0.1,20,COMPLETE
136,136,0.07401230670027047,2025-06-21 19:35:08.749527,2025-06-21 19:35:23.341591,0 days 00:00:14.592064,,,,,,,,3984.0,0.01,2m,1.8,0.2,1.5,104.0,3408.0,0.01,5m,2.4000000000000004,1.0,1.5,440.0,5200.0,0.015,2m,2.8,0.6000000000000001,2.0,184.0,1624.0,0.015,4m,2.0,1.0,0.5,728.0,,,,,,,,4680.0,0.02,4m,1.6,0.8,1.0,232.0,3568.0,0.01,1m,2.8,0.8,0.5,648.0,2128.0,0.015,2m,2.8,0.8,0.5,720.0,,,,,,,,2688.0,0.015,5m,1.4,1.0,0.5,328.0,3792,0.02,4m,2.8,1.0,1.5,248,7048.0,0.015,1m,1.8,0.0,1.0,144.0,3760.0,0.01,3m,1.4,0.4,0.5,416.0,2944.0,0.01,5m,1.0,0.2,2.0,856.0,2872.0,0.02,3m,2.6,1.0,0.5,296.0,3992.0,0.01,4m,1.8,0.4,1.5,296.0,8040.0,0.015,4m,1.0,0.0,1.5,264.0,6624.0,0.015,1m,1.6,0.4,1.0,328.0,4640.0,0.02,3m,2.4000000000000004,0.4,1.5,208.0,0.05,17,COMPLETE
137,137,1.4699439111216743,2025-06-21 19:35:23.533188,2025-06-21 19:35:32.598408,0 days 00:00:09.065220,,,,,,,,3656.0,0.02,1m,2.0,0.0,1.5,920.0,6304.0,0.01,2m,2.2,1.0,0.5,560.0,3496.0,0.015,2m,2.4000000000000004,0.0,2.0,344.0,2000.0,0.015,5m,1.6,0.4,0.5,784.0,,,,,,,,5944.0,0.02,4m,1.8,0.0,0.5,64.0,3880.0,0.01,4m,2.2,1.0,0.5,576.0,2760.0,0.015,3m,2.6,0.6000000000000001,0.5,680.0,8184.0,0.01,4m,1.6,0.2,1.0,144.0,2256.0,0.015,2m,1.0,1.0,0.5,176.0,3376,0.02,3m,2.6,0.8,1.0,184,6336.0,0.01,4m,2.0,0.0,1.0,80.0,5112.0,0.01,2m,1.2,0.4,2.0,256.0,3264.0,0.01,4m,1.0,1.0,1.5,608.0,3360.0,0.01,5m,2.2,1.0,1.0,360.0,3400.0,0.01,1m,2.8,0.0,1.5,664.0,7392.0,0.02,3m,1.6,0.0,1.5,96.0,6792.0,0.015,3m,1.8,0.6000000000000001,1.0,1024.0,1416.0,0.02,4m,1.8,0.4,1.5,664.0,0.1,18,COMPLETE
138,138,-0.0313454421207634,2025-06-21 19:35:32.692907,2025-06-21 19:35:33.242089,0 days 00:00:00.549182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,0.02,4m,2.4000000000000004,1.0,1.0,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
139,139,2.3706404681202047,2025-06-21 19:35:33.324702,2025-06-21 19:35:37.416691,0 days 00:00:04.091989,,,,,,,,3432.0,0.02,2m,1.6,0.2,1.5,304.0,2128.0,0.01,4m,2.8,0.8,1.0,600.0,,,,,,,,1440.0,0.015,3m,1.8,1.0,0.5,616.0,,,,,,,,5464.0,0.02,4m,1.6,0.2,1.0,200.0,3304.0,0.01,3m,3.0,1.0,1.0,448.0,,,,,,,,,,,,,,,,,,,,,,4200,0.015,2m,2.2,1.0,1.5,992,,,,,,,,4584.0,0.01,4m,2.4000000000000004,0.2,1.0,280.0,8088.0,0.01,4m,1.2,0.0,2.0,560.0,,,,,,,,2936.0,0.01,4m,1.4,0.2,1.5,720.0,,,,,,,,,,,,,,,1616.0,0.02,1m,1.6,0.6000000000000001,2.0,176.0,0.05,10,COMPLETE
140,140,-0.30161912754012565,2025-06-21 19:35:37.513571,2025-06-21 19:35:43.710639,0 days 00:00:06.197068,,,,,,,,2464.0,0.02,4m,2.2,0.0,1.5,176.0,6488.0,0.01,5m,2.6,0.0,1.5,464.0,4336.0,0.015,5m,3.0,0.4,1.0,88.0,2880.0,0.015,2m,1.4,0.8,0.5,816.0,,,,,,,,5816.0,0.015,5m,1.4,1.0,1.0,248.0,3048.0,0.01,2m,3.0,0.8,0.5,320.0,,,,,,,,,,,,,,,1992.0,0.015,3m,2.8,0.2,0.5,200.0,3672,0.02,5m,2.8,0.8,1.5,272,1064.0,0.015,5m,1.6,0.2,1.0,112.0,6400.0,0.01,4m,1.6,0.4,0.5,168.0,7744.0,0.01,4m,1.6,0.0,1.5,880.0,3984.0,0.01,1m,2.2,1.0,0.5,208.0,7992.0,0.01,1m,2.0,0.0,1.5,544.0,6592.0,0.015,2m,1.2,0.0,1.5,336.0,5936.0,0.015,3m,1.4,0.2,1.0,280.0,5376.0,0.02,4m,1.6,0.4,2.0,144.0,0.1,16,COMPLETE
141,141,2.765133203909691,2025-06-21 19:35:43.820148,2025-06-21 19:35:51.406187,0 days 00:00:07.586039,,,,,,,,3800.0,0.02,2m,1.8,0.2,1.5,200.0,3160.0,0.01,5m,2.4000000000000004,0.8,0.5,528.0,1904.0,0.015,2m,2.6,0.4,2.0,232.0,1168.0,0.015,2m,1.8,1.0,0.5,64.0,3392.0,0.015,1m,3.0,0.6000000000000001,1.5,808.0,4856.0,0.02,4m,1.6,1.0,1.0,312.0,3144.0,0.01,1m,3.0,1.0,0.5,552.0,1288.0,0.01,4m,2.8,0.6000000000000001,0.5,752.0,7648.0,0.01,4m,1.4,0.2,2.0,64.0,2368.0,0.015,3m,1.4,1.0,0.5,520.0,3144,0.02,4m,2.8,1.0,1.5,232,7504.0,0.015,5m,1.8,0.0,1.0,96.0,4376.0,0.01,4m,1.2,0.4,0.5,136.0,3416.0,0.01,4m,1.4,0.2,2.0,584.0,3264.0,0.01,3m,2.0,1.0,0.5,120.0,3280.0,0.01,4m,2.8,0.0,1.5,744.0,7760.0,0.015,2m,1.4,0.0,1.5,280.0,7072.0,0.015,3m,2.0,0.4,1.0,376.0,2096.0,0.02,4m,1.6,0.4,1.5,72.0,0.05,19,COMPLETE
142,142,4.635306949348763,2025-06-21 19:35:51.508743,2025-06-21 19:35:59.153932,0 days 00:00:07.645189,,,,,,,,4256.0,0.02,2m,1.8,0.2,1.5,216.0,2816.0,0.01,5m,2.4000000000000004,0.8,0.5,528.0,1688.0,0.015,2m,2.6,0.4,2.0,248.0,1040.0,0.015,2m,1.8,1.0,0.5,728.0,3840.0,0.015,1m,3.0,0.4,1.5,832.0,5056.0,0.02,4m,1.6,1.0,1.0,304.0,2824.0,0.01,1m,3.0,1.0,0.5,496.0,1032.0,0.01,4m,2.8,0.6000000000000001,0.5,768.0,7344.0,0.01,4m,1.4,0.2,2.0,96.0,2440.0,0.015,3m,1.4,1.0,0.5,368.0,3152,0.02,4m,2.8,1.0,1.5,160,7272.0,0.015,5m,1.8,0.0,1.0,64.0,4432.0,0.01,4m,1.2,0.4,0.5,472.0,3640.0,0.01,4m,1.4,0.2,2.0,992.0,3056.0,0.01,3m,2.0,1.0,0.5,128.0,3128.0,0.01,4m,1.6,0.0,1.5,616.0,7552.0,0.015,2m,1.4,0.0,1.5,312.0,6392.0,0.015,3m,2.0,0.4,1.0,376.0,1728.0,0.02,4m,1.4,0.4,1.5,96.0,0.05,19,COMPLETE
143,143,1.6169285387163226,2025-06-21 19:35:59.248758,2025-06-21 19:36:06.834769,0 days 00:00:07.586011,,,,,,,,4256.0,0.02,2m,1.8,0.2,1.5,224.0,2976.0,0.01,5m,2.4000000000000004,0.8,0.5,496.0,1616.0,0.015,2m,2.4000000000000004,0.4,2.0,304.0,1288.0,0.015,2m,1.8,1.0,0.5,312.0,3856.0,0.015,1m,2.8,0.4,1.5,752.0,5248.0,0.02,4m,1.6,1.0,1.0,384.0,2608.0,0.01,1m,3.0,1.0,0.5,488.0,1040.0,0.01,4m,2.8,0.6000000000000001,0.5,808.0,7432.0,0.01,4m,1.2,0.2,2.0,112.0,2872.0,0.015,3m,1.4,1.0,0.5,400.0,3312,0.02,4m,3.0,1.0,1.5,168,7256.0,0.015,5m,1.6,0.0,1.0,64.0,3936.0,0.01,4m,1.0,0.4,0.5,496.0,3704.0,0.01,4m,1.4,0.2,2.0,968.0,3040.0,0.01,3m,2.0,1.0,0.5,144.0,3488.0,0.01,4m,1.6,0.0,1.5,608.0,6832.0,0.015,2m,1.4,0.0,1.5,304.0,6376.0,0.015,3m,2.0,0.4,1.0,360.0,1880.0,0.02,4m,1.4,0.4,1.5,104.0,0.2,19,COMPLETE
144,144,4.720975070838571,2025-06-21 19:36:06.928849,2025-06-21 19:36:14.722519,0 days 00:00:07.793670,5648.0,0.02,3m,1.6,0.2,0.5,864.0,4360.0,0.02,2m,1.8,0.2,1.5,240.0,2416.0,0.01,5m,2.2,0.8,0.5,544.0,1256.0,0.015,2m,2.8,0.4,2.0,280.0,1528.0,0.015,2m,2.0,1.0,0.5,712.0,4728.0,0.015,1m,3.0,0.6000000000000001,1.5,1024.0,5696.0,0.02,4m,1.6,1.0,1.0,272.0,2784.0,0.01,1m,3.0,1.0,0.5,408.0,1648.0,0.01,4m,3.0,0.6000000000000001,0.5,768.0,7744.0,0.01,4m,1.6,0.4,2.0,96.0,2576.0,0.015,3m,1.6,1.0,0.5,352.0,3528,0.02,4m,2.8,1.0,1.5,192,6816.0,0.015,5m,1.8,0.0,1.0,192.0,4488.0,0.01,4m,1.2,0.4,0.5,432.0,3904.0,0.01,4m,1.4,0.2,2.0,1008.0,3504.0,0.01,3m,2.2,1.0,0.5,96.0,7848.0,0.01,4m,1.6,0.0,1.5,592.0,7472.0,0.015,4m,1.4,0.0,1.5,200.0,6696.0,0.015,3m,2.0,0.4,1.0,416.0,1632.0,0.02,4m,1.2,0.4,1.5,96.0,0.05,20,COMPLETE
145,145,2.6196088618276625,2025-06-21 19:36:14.828204,2025-06-21 19:36:22.969410,0 days 00:00:08.141206,5624.0,0.02,3m,1.6,0.2,0.5,864.0,4840.0,0.02,2m,1.8,0.0,1.5,248.0,2360.0,0.01,5m,2.2,0.8,0.5,624.0,1152.0,0.015,2m,2.8,0.4,2.0,264.0,1768.0,0.015,2m,2.0,1.0,0.5,664.0,4736.0,0.015,2m,2.6,0.8,1.5,976.0,5608.0,0.02,4m,1.6,1.0,1.0,280.0,2752.0,0.01,1m,2.8,1.0,0.5,416.0,1664.0,0.01,5m,3.0,0.6000000000000001,0.5,768.0,7936.0,0.01,4m,1.6,0.4,2.0,96.0,4896.0,0.015,3m,2.0,1.0,0.5,352.0,3528,0.02,4m,2.0,1.0,1.5,136,6776.0,0.015,5m,1.8,0.0,1.0,184.0,4744.0,0.01,4m,1.2,0.4,0.5,480.0,3832.0,0.01,4m,1.2,0.2,2.0,992.0,3504.0,0.01,3m,2.2,1.0,0.5,96.0,7800.0,0.01,4m,1.6,0.0,1.5,560.0,7496.0,0.015,4m,1.4,0.6000000000000001,1.5,208.0,6608.0,0.015,1m,2.4000000000000004,0.4,1.0,432.0,1752.0,0.02,4m,1.2,0.4,1.5,128.0,0.05,20,COMPLETE
146,146,3.3629104343644953,2025-06-21 19:36:23.077779,2025-06-21 19:36:30.960741,0 days 00:00:07.882962,3528.0,0.02,3m,1.6,0.4,0.5,624.0,4480.0,0.02,2m,2.0,0.2,1.5,264.0,2464.0,0.01,2m,2.2,1.0,0.5,368.0,1440.0,0.015,2m,3.0,0.0,2.0,280.0,1488.0,0.015,2m,2.0,1.0,0.5,496.0,4488.0,0.015,5m,2.8,0.6000000000000001,1.5,584.0,5768.0,0.02,2m,1.4,1.0,0.5,168.0,2896.0,0.01,5m,3.0,0.6000000000000001,0.5,392.0,1912.0,0.01,4m,3.0,0.6000000000000001,0.5,728.0,7712.0,0.01,4m,1.8,0.4,2.0,136.0,3264.0,0.015,1m,1.6,1.0,0.5,280.0,3896,0.02,3m,2.8,1.0,1.5,88,6888.0,0.015,4m,2.6,0.0,1.0,200.0,4552.0,0.02,5m,1.2,0.4,2.0,448.0,4416.0,0.01,4m,1.6,0.0,2.0,1008.0,3800.0,0.01,3m,2.2,1.0,0.5,256.0,8176.0,0.01,1m,1.6,0.2,1.5,592.0,7064.0,0.015,4m,1.6,0.0,1.5,184.0,6056.0,0.015,3m,2.0,0.6000000000000001,1.0,416.0,5792.0,0.02,4m,1.4,0.4,1.0,64.0,0.05,20,COMPLETE
147,147,2.3461905559586484,2025-06-21 19:36:31.087945,2025-06-21 19:36:38.502756,0 days 00:00:07.414811,,,,,,,,4120.0,0.02,2m,1.6,0.0,1.5,328.0,2568.0,0.01,5m,2.0,0.8,1.0,560.0,2064.0,0.015,3m,2.8,0.2,2.0,160.0,1632.0,0.015,5m,2.0,1.0,0.5,760.0,,,,,,,,6064.0,0.02,4m,1.6,0.2,1.0,264.0,2816.0,0.01,1m,2.6,1.0,0.5,352.0,1264.0,0.01,1m,2.4000000000000004,0.6000000000000001,0.5,808.0,8008.0,0.01,4m,1.6,0.6000000000000001,2.0,192.0,2528.0,0.015,3m,1.8,0.6000000000000001,0.5,320.0,4472,0.02,4m,2.6,0.8,1.0,160,6552.0,0.01,5m,1.8,0.2,1.0,168.0,4920.0,0.01,4m,1.4,0.6000000000000001,0.5,520.0,4184.0,0.01,2m,1.0,0.2,2.0,928.0,3576.0,0.01,1m,2.2,0.8,1.0,64.0,7712.0,0.01,4m,1.4,0.4,1.5,648.0,4736.0,0.02,4m,1.2,0.0,1.5,152.0,3816.0,0.015,3m,1.8,0.8,2.0,496.0,5008.0,0.02,5m,1.2,0.4,2.0,240.0,0.05,18,COMPLETE
148,148,1.1985559847128568,2025-06-21 19:36:38.596625,2025-06-21 19:36:45.292568,0 days 00:00:06.695943,,,,,,,,4408.0,0.02,5m,1.8,0.0,1.5,240.0,5152.0,0.01,2m,2.2,0.6000000000000001,0.5,392.0,4736.0,0.015,2m,2.2,0.2,2.0,216.0,3032.0,0.015,2m,2.2,1.0,0.5,688.0,,,,,,,,5520.0,0.02,4m,1.2,0.8,1.0,496.0,2216.0,0.01,3m,2.8,0.8,1.0,128.0,2192.0,0.01,4m,3.0,0.4,1.5,312.0,,,,,,,,2728.0,0.015,2m,1.2,0.8,0.5,216.0,4744,0.02,3m,3.0,1.0,1.0,192,1464.0,0.015,2m,2.4000000000000004,0.0,1.0,136.0,4256.0,0.01,3m,1.0,0.4,0.5,464.0,3960.0,0.02,5m,1.0,0.0,1.0,992.0,2784.0,0.01,3m,2.4000000000000004,1.0,0.5,160.0,7952.0,0.01,1m,1.6,0.0,1.5,624.0,7288.0,0.015,4m,1.0,0.0,1.5,936.0,4440.0,0.015,1m,2.2,0.6000000000000001,1.5,344.0,1664.0,0.02,4m,1.0,0.6000000000000001,2.0,96.0,0.1,17,COMPLETE
149,149,-1.5731495361093069,2025-06-21 19:36:45.378853,2025-06-21 19:36:53.267846,0 days 00:00:07.888993,7232.0,0.02,3m,2.0,0.2,1.0,856.0,4664.0,0.02,2m,2.4000000000000004,0.0,1.5,480.0,5648.0,0.01,3m,2.2,1.0,1.0,304.0,1056.0,0.015,2m,1.2,0.4,2.0,248.0,1888.0,0.015,2m,1.6,0.8,0.5,712.0,4056.0,0.015,1m,3.0,0.6000000000000001,1.5,1008.0,4488.0,0.02,4m,1.8,1.0,0.5,352.0,3416.0,0.01,1m,2.4000000000000004,1.0,0.5,464.0,1728.0,0.01,4m,3.0,0.6000000000000001,0.5,888.0,7544.0,0.01,5m,1.6,0.4,2.0,160.0,3072.0,0.015,3m,3.0,1.0,0.5,368.0,3472,0.02,4m,2.0,0.6000000000000001,1.5,304,7152.0,0.01,5m,1.4,0.8,1.0,712.0,4504.0,0.01,1m,2.6,0.6000000000000001,2.0,424.0,7520.0,0.015,4m,3.0,0.0,1.5,1024.0,2352.0,0.015,4m,1.4,0.0,2.0,240.0,7552.0,0.01,5m,1.8,0.0,1.5,608.0,7920.0,0.02,4m,1.8,0.0,1.5,248.0,6736.0,0.015,3m,2.4000000000000004,0.4,1.0,304.0,3016.0,0.02,4m,2.6,0.4,1.5,152.0,0.05,20,COMPLETE
