,number,value,datetime_start,datetime_complete,duration,params_AAPL_CSCO_beta_win,params_AAPL_CSCO_stop_loss,params_AAPL_CSCO_trade_freq,params_AAPL_CSCO_z_entry,params_AAPL_CSCO_z_exit,params_AAPL_CSCO_z_stop_scaler,params_AAPL_CSCO_z_win,params_ADI_CERN_beta_win,params_ADI_CERN_stop_loss,params_ADI_CERN_trade_freq,params_ADI_CERN_z_entry,params_ADI_CERN_z_exit,params_ADI_CERN_z_stop_scaler,params_ADI_CERN_z_win,params_ADSK_CSCO_beta_win,params_ADSK_CSCO_stop_loss,params_ADSK_CSCO_trade_freq,params_ADSK_CSCO_z_entry,params_ADSK_CSCO_z_exit,params_ADSK_CSCO_z_stop_scaler,params_ADSK_CSCO_z_win,params_AMAT_CERN_beta_win,params_AMAT_CERN_stop_loss,params_AMAT_CERN_trade_freq,params_AMAT_CERN_z_entry,params_AMAT_CERN_z_exit,params_AMAT_CERN_z_stop_scaler,params_AMAT_CERN_z_win,params_AMAT_CSCO_beta_win,params_AMAT_CSCO_stop_loss,params_AMAT_CSCO_trade_freq,params_AMAT_CSCO_z_entry,params_AMAT_CSCO_z_exit,params_AMAT_CSCO_z_stop_scaler,params_AMAT_CSCO_z_win,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_CERN_beta_win,params_ANSS_CERN_stop_loss,params_ANSS_CERN_trade_freq,params_ANSS_CERN_z_entry,params_ANSS_CERN_z_exit,params_ANSS_CERN_z_stop_scaler,params_ANSS_CERN_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_CERN_beta_win,params_ASML_CERN_stop_loss,params_ASML_CERN_trade_freq,params_ASML_CERN_z_entry,params_ASML_CERN_z_exit,params_ASML_CERN_z_stop_scaler,params_ASML_CERN_z_win,params_ASML_CSCO_beta_win,params_ASML_CSCO_stop_loss,params_ASML_CSCO_trade_freq,params_ASML_CSCO_z_entry,params_ASML_CSCO_z_exit,params_ASML_CSCO_z_stop_scaler,params_ASML_CSCO_z_win,params_BIDU_CERN_beta_win,params_BIDU_CERN_stop_loss,params_BIDU_CERN_trade_freq,params_BIDU_CERN_z_entry,params_BIDU_CERN_z_exit,params_BIDU_CERN_z_stop_scaler,params_BIDU_CERN_z_win,params_BKNG_CSCO_beta_win,params_BKNG_CSCO_stop_loss,params_BKNG_CSCO_trade_freq,params_BKNG_CSCO_z_entry,params_BKNG_CSCO_z_exit,params_BKNG_CSCO_z_stop_scaler,params_BKNG_CSCO_z_win,params_CDNS_CERN_beta_win,params_CDNS_CERN_stop_loss,params_CDNS_CERN_trade_freq,params_CDNS_CERN_z_entry,params_CDNS_CERN_z_exit,params_CDNS_CERN_z_stop_scaler,params_CDNS_CERN_z_win,params_CERN_CSCO_beta_win,params_CERN_CSCO_stop_loss,params_CERN_CSCO_trade_freq,params_CERN_CSCO_z_entry,params_CERN_CSCO_z_exit,params_CERN_CSCO_z_stop_scaler,params_CERN_CSCO_z_win,params_CERN_DOCU_beta_win,params_CERN_DOCU_stop_loss,params_CERN_DOCU_trade_freq,params_CERN_DOCU_z_entry,params_CERN_DOCU_z_exit,params_CERN_DOCU_z_stop_scaler,params_CERN_DOCU_z_win,params_CERN_MELI_beta_win,params_CERN_MELI_stop_loss,params_CERN_MELI_trade_freq,params_CERN_MELI_z_entry,params_CERN_MELI_z_exit,params_CERN_MELI_z_stop_scaler,params_CERN_MELI_z_win,params_CERN_PYPL_beta_win,params_CERN_PYPL_stop_loss,params_CERN_PYPL_trade_freq,params_CERN_PYPL_z_entry,params_CERN_PYPL_z_exit,params_CERN_PYPL_z_stop_scaler,params_CERN_PYPL_z_win,params_CHTR_FISV_beta_win,params_CHTR_FISV_stop_loss,params_CHTR_FISV_trade_freq,params_CHTR_FISV_z_entry,params_CHTR_FISV_z_exit,params_CHTR_FISV_z_stop_scaler,params_CHTR_FISV_z_win,params_CMCSA_REGN_beta_win,params_CMCSA_REGN_stop_loss,params_CMCSA_REGN_trade_freq,params_CMCSA_REGN_z_entry,params_CMCSA_REGN_z_exit,params_CMCSA_REGN_z_stop_scaler,params_CMCSA_REGN_z_win,params_CSCO_MNST_beta_win,params_CSCO_MNST_stop_loss,params_CSCO_MNST_trade_freq,params_CSCO_MNST_z_entry,params_CSCO_MNST_z_exit,params_CSCO_MNST_z_stop_scaler,params_CSCO_MNST_z_win,params_CTAS_INCY_beta_win,params_CTAS_INCY_stop_loss,params_CTAS_INCY_trade_freq,params_CTAS_INCY_z_entry,params_CTAS_INCY_z_exit,params_CTAS_INCY_z_stop_scaler,params_CTAS_INCY_z_win,params_CTSH_SBUX_beta_win,params_CTSH_SBUX_stop_loss,params_CTSH_SBUX_trade_freq,params_CTSH_SBUX_z_entry,params_CTSH_SBUX_z_exit,params_CTSH_SBUX_z_stop_scaler,params_CTSH_SBUX_z_win,params_CTSH_XLNX_beta_win,params_CTSH_XLNX_stop_loss,params_CTSH_XLNX_trade_freq,params_CTSH_XLNX_z_entry,params_CTSH_XLNX_z_exit,params_CTSH_XLNX_z_stop_scaler,params_CTSH_XLNX_z_win,params_EBAY_INCY_beta_win,params_EBAY_INCY_stop_loss,params_EBAY_INCY_trade_freq,params_EBAY_INCY_z_entry,params_EBAY_INCY_z_exit,params_EBAY_INCY_z_stop_scaler,params_EBAY_INCY_z_win,params_EXC_VRTX_beta_win,params_EXC_VRTX_stop_loss,params_EXC_VRTX_trade_freq,params_EXC_VRTX_z_entry,params_EXC_VRTX_z_exit,params_EXC_VRTX_z_stop_scaler,params_EXC_VRTX_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_NXPI_QCOM_beta_win,params_NXPI_QCOM_stop_loss,params_NXPI_QCOM_trade_freq,params_NXPI_QCOM_z_entry,params_NXPI_QCOM_z_exit,params_NXPI_QCOM_z_stop_scaler,params_NXPI_QCOM_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_QCOM_TXN_beta_win,params_QCOM_TXN_stop_loss,params_QCOM_TXN_trade_freq,params_QCOM_TXN_z_entry,params_QCOM_TXN_z_exit,params_QCOM_TXN_z_stop_scaler,params_QCOM_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
84,84,1.0609611794799956,2025-06-22 16:38:48.847257,2025-06-22 16:39:13.597302,0 days 00:00:24.750045,3184.0,0.01,4m,2.8,0.2,0.5,208.0,,,,,,,,5784.0,0.045000000000000005,3m,1.6,0.4,1.0,128.0,4320.0,0.02,2m,1.6,0.2,0.5,632.0,5840.0,0.03,3m,2.0,0.6000000000000001,2.0,656.0,4624.0,0.04,5m,2.2,1.0,0.5,400.0,7560.0,0.035,4m,2.2,1.0,1.5,736.0,7216.0,0.05,5m,1.6,0.6000000000000001,1.0,256.0,2936,0.02,2m,1.8,1.0,0.5,888,1488.0,0.035,5m,2.0,1.0,2.0,848.0,4864,0.025,1m,2.0,1.0,0.5,920,7888.0,0.025,4m,1.0,0.4,1.0,728.0,4856,0.045000000000000005,5m,2.6,0.4,0.5,304,6408.0,0.035,2m,2.0,0.2,1.0,272.0,7200.0,0.02,3m,2.6,0.6000000000000001,1.5,616.0,,,,,,,,6184.0,0.03,2m,2.8,0.2,0.5,896.0,1992.0,0.025,1m,2.6,0.2,2.0,752.0,3592,0.04,2m,2.6,0.6000000000000001,0.5,352,2424,0.02,1m,2.2,0.4,2.0,696,,,,,,,,6584.0,0.05,2m,1.8,0.2,2.0,568.0,4104,0.045000000000000005,3m,3.0,0.4,1.5,496,7880,0.05,5m,1.6,0.8,2.0,296,4248.0,0.02,3m,2.8,0.4,1.0,168.0,7064,0.01,4m,1.2,0.2,1.5,848,7936.0,0.03,2m,1.6,0.4,1.5,232.0,2080,0.025,2m,1.2,0.4,2.0,880,1768,0.05,4m,2.2,0.4,0.5,568,6504.0,0.035,3m,2.6,0.4,2.0,872.0,0.15000000000000002,27,COMPLETE
85,85,1.0411489199578041,2025-06-22 16:39:13.676967,2025-06-22 16:39:36.292491,0 days 00:00:22.615524,3248.0,0.045000000000000005,4m,2.8,0.4,0.5,208.0,,,,,,,,,,,,,,,3896.0,0.025,2m,1.6,0.2,0.5,624.0,5824.0,0.03,3m,2.0,0.6000000000000001,2.0,664.0,5528.0,0.04,5m,2.2,1.0,0.5,400.0,7536.0,0.025,4m,2.2,1.0,1.5,744.0,7208.0,0.05,5m,1.6,0.6000000000000001,1.0,264.0,3912,0.035,2m,1.8,1.0,0.5,888,1552.0,0.03,5m,2.0,1.0,2.0,840.0,3400,0.025,1m,2.0,1.0,0.5,992,7896.0,0.025,4m,1.0,0.2,1.0,736.0,4880,0.045000000000000005,5m,2.6,0.4,0.5,296,4240.0,0.035,2m,2.0,0.2,1.0,272.0,7296.0,0.02,3m,2.6,0.6000000000000001,1.5,632.0,,,,,,,,5552.0,0.03,2m,2.6,0.2,0.5,872.0,1920.0,0.025,1m,2.4000000000000004,0.4,2.0,752.0,3584,0.04,2m,2.6,0.6000000000000001,0.5,192,2296,0.02,1m,2.4000000000000004,0.4,2.0,704,,,,,,,,6536.0,0.05,2m,2.0,0.2,2.0,560.0,4432,0.045000000000000005,3m,3.0,0.4,1.5,480,7904,0.045000000000000005,5m,1.6,0.8,2.0,304,,,,,,,,6368,0.01,4m,1.2,0.2,1.5,840,7936.0,0.03,2m,1.6,0.4,0.5,296.0,1736,0.025,2m,1.2,0.4,2.0,880,1752,0.015,4m,2.2,0.4,0.5,464,6416.0,0.03,3m,2.6,0.4,2.0,872.0,0.15000000000000002,25,COMPLETE
86,86,1.0003368414271114,2025-06-22 16:39:36.342545,2025-06-22 16:39:57.756392,0 days 00:00:21.413847,4040.0,0.045000000000000005,4m,2.8,0.2,0.5,144.0,,,,,,,,,,,,,,,3920.0,0.025,2m,1.6,0.2,0.5,632.0,5896.0,0.03,3m,2.0,0.6000000000000001,2.0,648.0,5528.0,0.04,5m,2.2,1.0,0.5,400.0,7344.0,0.025,4m,2.4000000000000004,1.0,1.5,728.0,7192.0,0.05,5m,1.6,0.6000000000000001,1.0,264.0,3952,0.035,2m,1.8,1.0,0.5,856,1496.0,0.03,5m,2.0,1.0,1.5,856.0,3440,0.025,1m,2.0,1.0,0.5,1008,7856.0,0.025,4m,1.0,0.2,1.0,736.0,4888,0.045000000000000005,5m,2.6,0.4,0.5,344,4376.0,0.035,2m,2.0,0.2,1.0,368.0,7200.0,0.025,3m,2.6,0.6000000000000001,1.5,624.0,,,,,,,,6200.0,0.03,3m,2.4000000000000004,0.2,0.5,896.0,1960.0,0.025,1m,2.4000000000000004,0.4,2.0,736.0,3568,0.035,2m,2.6,0.6000000000000001,0.5,360,2424,0.02,1m,2.4000000000000004,0.4,2.0,736,,,,,,,,6544.0,0.05,2m,2.0,0.2,2.0,568.0,4192,0.045000000000000005,3m,3.0,0.4,1.5,480,7856,0.045000000000000005,5m,1.6,0.8,2.0,392,,,,,,,,6496,0.01,4m,1.2,0.2,1.5,840,,,,,,,,1736,0.025,2m,1.2,0.4,2.0,880,1152,0.05,4m,2.2,0.4,0.5,480,6576.0,0.025,3m,1.0,0.4,2.0,936.0,0.2,24,COMPLETE
87,87,1.0376491838674493,2025-06-22 16:39:57.828261,2025-06-22 16:40:18.571286,0 days 00:00:20.743025,,,,,,,,,,,,,,,,,,,,,,4464.0,0.035,2m,1.8,0.0,0.5,576.0,6296.0,0.025,3m,2.0,0.6000000000000001,2.0,664.0,5888.0,0.05,5m,2.2,1.0,0.5,488.0,6592.0,0.02,4m,2.2,0.2,1.5,656.0,7648.0,0.05,5m,1.6,0.4,1.0,328.0,3800,0.04,2m,1.8,1.0,0.5,920,1296.0,0.035,5m,1.8,1.0,2.0,944.0,2944,0.03,1m,1.8,1.0,0.5,992,7928.0,0.02,4m,1.0,0.2,1.0,768.0,4264,0.045000000000000005,5m,2.4000000000000004,0.4,0.5,296,3640.0,0.035,2m,2.0,0.2,1.0,272.0,7472.0,0.02,3m,1.4,0.6000000000000001,1.5,728.0,,,,,,,,5624.0,0.025,2m,2.6,0.2,0.5,960.0,2208.0,0.025,1m,1.8,0.4,2.0,776.0,5456,0.04,2m,2.4000000000000004,0.6000000000000001,0.5,192,3128,0.02,1m,1.6,0.4,2.0,752,,,,,,,,5720.0,0.05,2m,1.8,0.2,2.0,616.0,3896,0.04,3m,3.0,0.4,1.5,456,7424,0.045000000000000005,5m,1.6,0.8,2.0,520,,,,,,,,7008,0.01,4m,1.0,0.2,1.0,904,,,,,,,,2072,0.025,2m,1.0,0.2,2.0,904,1496,0.015,4m,2.2,0.6000000000000001,0.5,408,6112.0,0.03,3m,2.6,0.4,2.0,872.0,0.15000000000000002,23,COMPLETE
88,88,1.0625364106118675,2025-06-22 16:40:18.618670,2025-06-22 16:40:41.832266,0 days 00:00:23.213596,3800.0,0.03,4m,2.8,0.2,0.5,208.0,,,,,,,,,,,,,,,4320.0,0.02,2m,1.6,0.2,1.5,720.0,5744.0,0.03,3m,2.2,0.4,0.5,712.0,5272.0,0.035,5m,2.4000000000000004,1.0,0.5,368.0,7640.0,0.03,4m,2.2,1.0,1.5,768.0,7816.0,0.05,5m,1.8,0.6000000000000001,1.0,184.0,3424,0.035,2m,1.8,1.0,0.5,880,2000.0,0.035,5m,2.2,1.0,2.0,880.0,2472,0.025,1m,1.8,0.6000000000000001,0.5,944,8104.0,0.025,4m,1.0,0.4,1.0,800.0,4776,0.045000000000000005,5m,2.8,0.4,0.5,456,4192.0,0.04,2m,1.8,0.2,1.0,264.0,7752.0,0.02,5m,2.4000000000000004,0.6000000000000001,1.5,672.0,,,,,,,,5856.0,0.03,2m,2.6,0.2,0.5,904.0,1024.0,0.02,1m,2.2,0.6000000000000001,1.5,752.0,5176,0.035,2m,2.6,0.6000000000000001,0.5,248,2824,0.025,1m,2.4000000000000004,0.2,2.0,816,,,,,,,,6800.0,0.05,2m,2.0,0.2,2.0,536.0,4456,0.045000000000000005,3m,3.0,0.6000000000000001,1.5,544,7952,0.04,5m,1.4,1.0,2.0,296,,,,,,,,7896,0.01,4m,1.2,0.0,0.5,1000,7760.0,0.03,2m,1.6,0.4,1.0,296.0,2400,0.025,2m,1.4,0.4,2.0,936,1376,0.02,4m,2.4000000000000004,0.4,0.5,544,6448.0,0.03,3m,2.2,0.4,2.0,992.0,0.15000000000000002,25,COMPLETE
89,89,1.0497205620488783,2025-06-22 16:40:41.890979,2025-06-22 16:41:02.149948,0 days 00:00:20.258969,,,,,,,,,,,,,,,,,,,,,,4312.0,0.02,2m,2.0,0.4,1.5,696.0,,,,,,,,4976.0,0.04,5m,2.2,1.0,0.5,312.0,7640.0,0.035,4m,2.6,1.0,1.5,776.0,6936.0,0.05,5m,1.4,0.4,1.0,184.0,3472,0.04,2m,1.8,1.0,0.5,888,2008.0,0.03,5m,2.2,1.0,2.0,888.0,2744,0.03,1m,2.0,0.6000000000000001,0.5,1024,8120.0,0.025,4m,1.0,0.0,1.0,824.0,4680,0.05,5m,2.6,0.4,0.5,400,4096.0,0.035,2m,1.8,0.4,1.0,264.0,6736.0,0.02,5m,2.6,0.8,2.0,656.0,,,,,,,,5288.0,0.03,2m,2.4000000000000004,0.4,0.5,880.0,1568.0,0.025,1m,2.2,0.6000000000000001,1.5,752.0,5168,0.035,2m,2.4000000000000004,0.4,0.5,328,2872,0.02,1m,2.6,0.2,2.0,816,,,,,,,,6768.0,0.05,2m,1.8,0.2,2.0,488.0,4408,0.045000000000000005,3m,3.0,0.6000000000000001,1.5,504,7936,0.04,5m,1.6,1.0,2.0,296,,,,,,,,7528,0.01,4m,1.2,0.2,0.5,824,,,,,,,,1504,0.03,2m,1.6,0.4,1.0,1008,1784,0.045000000000000005,4m,2.4000000000000004,0.4,2.0,448,6440.0,0.03,3m,2.2,0.6000000000000001,2.0,984.0,0.15000000000000002,22,COMPLETE
90,90,1.0329196491528891,2025-06-22 16:41:02.189850,2025-06-22 16:41:21.450101,0 days 00:00:19.260251,,,,,,,,,,,,,,,,,,,,,,4272.0,0.02,2m,2.0,0.6000000000000001,1.5,720.0,,,,,,,,4952.0,0.04,5m,2.0,1.0,0.5,312.0,7040.0,0.035,4m,2.6,1.0,1.5,776.0,6912.0,0.05,5m,1.4,0.4,1.0,184.0,2952,0.045000000000000005,2m,1.8,1.0,0.5,944,2640.0,0.035,5m,2.2,1.0,2.0,888.0,2680,0.03,1m,1.8,0.6000000000000001,0.5,1024,8128.0,0.03,4m,1.2,0.0,1.0,800.0,5528,0.05,5m,2.6,0.2,0.5,384,4568.0,0.03,2m,1.8,0.4,1.0,344.0,6904.0,0.02,5m,2.6,0.8,2.0,672.0,,,,,,,,5320.0,0.03,2m,2.4000000000000004,0.4,0.5,904.0,1600.0,0.035,1m,2.2,0.6000000000000001,1.5,664.0,5232,0.035,2m,2.4000000000000004,0.4,0.5,336,2872,0.025,2m,2.8,0.2,2.0,784,,,,,,,,6208.0,0.05,2m,1.8,0.2,2.0,488.0,4632,0.045000000000000005,3m,2.8,0.6000000000000001,1.5,512,7728,0.035,5m,1.4,1.0,2.0,344,,,,,,,,8064,0.01,4m,1.4,0.0,0.5,784,,,,,,,,1504,0.03,2m,1.6,0.4,1.0,1016,1264,0.05,4m,2.4000000000000004,0.4,2.0,560,6856.0,0.03,3m,2.0,0.6000000000000001,2.0,984.0,0.15000000000000002,22,COMPLETE
91,91,1.0449999889848705,2025-06-22 16:41:21.487647,2025-06-22 16:41:43.663312,0 days 00:00:22.175665,3352.0,0.03,4m,2.8,0.2,0.5,208.0,,,,,,,,,,,,,,,3880.0,0.02,2m,1.6,0.2,1.5,648.0,6656.0,0.03,3m,2.2,0.4,1.0,720.0,5264.0,0.04,5m,2.4000000000000004,1.0,0.5,360.0,7792.0,0.03,4m,2.6,1.0,1.5,744.0,7856.0,0.05,5m,1.4,0.4,1.0,152.0,3584,0.04,2m,1.8,1.0,0.5,888,2000.0,0.03,5m,2.2,1.0,2.0,800.0,3024,0.025,1m,2.0,0.6000000000000001,0.5,952,7552.0,0.025,4m,1.0,0.0,1.0,768.0,4784,0.045000000000000005,5m,2.6,0.4,0.5,456,4224.0,0.035,2m,1.6,0.2,1.0,296.0,6696.0,0.02,5m,2.6,0.8,2.0,640.0,,,,,,,,5952.0,0.03,2m,2.6,0.4,0.5,856.0,1904.0,0.025,1m,2.2,0.6000000000000001,1.5,752.0,5760,0.035,2m,2.6,0.4,0.5,264,2296,0.02,1m,2.6,0.2,2.0,872,,,,,,,,6784.0,0.05,2m,1.8,0.2,2.0,536.0,4384,0.045000000000000005,3m,3.0,0.6000000000000001,1.5,544,7960,0.04,5m,1.6,1.0,2.0,296,,,,,,,,7592,0.01,4m,1.2,0.2,0.5,808,7840.0,0.03,2m,1.8,0.4,0.5,296.0,2288,0.03,2m,1.4,0.4,1.0,936,1712,0.045000000000000005,4m,2.4000000000000004,0.4,2.0,456,4576.0,0.03,3m,2.2,0.6000000000000001,2.0,952.0,0.15000000000000002,25,COMPLETE
92,92,1.012883357309957,2025-06-22 16:41:43.718120,2025-06-22 16:42:02.595894,0 days 00:00:18.877774,,,,,,,,,,,,,,,,,,,,,,3616.0,0.02,2m,2.0,0.4,1.5,656.0,,,,,,,,5224.0,0.045000000000000005,5m,2.4000000000000004,1.0,0.5,360.0,7608.0,0.03,4m,2.6,1.0,1.5,824.0,8184.0,0.05,5m,1.4,0.4,1.0,152.0,3456,0.04,2m,1.6,1.0,0.5,840,2016.0,0.03,5m,2.2,1.0,2.0,816.0,2048,0.03,1m,2.0,0.6000000000000001,0.5,936,7512.0,0.025,4m,1.0,0.0,1.0,832.0,4216,0.05,5m,2.8,0.4,0.5,456,,,,,,,,6568.0,0.02,5m,2.4000000000000004,0.8,2.0,752.0,,,,,,,,5848.0,0.03,2m,2.6,0.4,0.5,840.0,1048.0,0.03,1m,2.2,0.6000000000000001,1.5,800.0,5952,0.03,2m,2.6,0.4,0.5,256,2744,0.02,1m,2.6,0.2,2.0,904,,,,,,,,6800.0,0.045000000000000005,2m,1.8,0.2,2.0,520.0,3944,0.045000000000000005,3m,3.0,0.6000000000000001,1.5,536,7992,0.035,5m,1.6,1.0,2.0,288,,,,,,,,7496,0.01,4m,1.2,0.2,0.5,736,,,,,,,,2392,0.03,2m,1.6,0.4,1.0,936,1360,0.045000000000000005,4m,2.6,0.4,2.0,528,3600.0,0.025,3m,2.2,0.8,2.0,944.0,0.15000000000000002,21,COMPLETE
93,93,0.9859550683495097,2025-06-22 16:42:02.662424,2025-06-22 16:42:24.821084,0 days 00:00:22.158660,3808.0,0.03,4m,2.8,0.2,0.5,280.0,,,,,,,,,,,,,,,4432.0,0.02,2m,2.2,0.2,1.5,704.0,6952.0,0.03,3m,2.4000000000000004,0.4,0.5,728.0,4392.0,0.035,5m,1.0,1.0,0.5,376.0,7904.0,0.035,4m,2.8,1.0,1.5,744.0,7792.0,0.05,5m,1.4,0.4,1.0,240.0,3640,0.04,2m,1.6,1.0,0.5,864,2304.0,0.035,5m,2.2,1.0,2.0,888.0,2344,0.025,1m,2.0,0.6000000000000001,0.5,976,7232.0,0.02,4m,1.0,0.0,1.0,912.0,4632,0.045000000000000005,5m,2.6,0.4,0.5,504,4104.0,0.035,2m,1.6,0.4,1.0,296.0,6744.0,0.02,5m,2.6,0.8,2.0,616.0,,,,,,,,6368.0,0.03,2m,2.8,0.4,0.5,912.0,1568.0,0.025,1m,2.0,0.8,1.5,840.0,5640,0.035,2m,2.6,0.4,0.5,392,2536,0.025,1m,2.8,0.0,2.0,976,,,,,,,,7320.0,0.05,2m,1.8,0.2,2.0,544.0,4160,0.045000000000000005,3m,3.0,0.6000000000000001,1.5,432,6768,0.04,5m,1.2,1.0,2.0,320,,,,,,,,7592,0.01,4m,1.2,0.2,0.5,808,,,,,,,,1152,0.03,1m,1.4,0.4,1.0,992,1768,0.045000000000000005,4m,2.4000000000000004,0.4,2.0,432,5608.0,0.03,3m,2.0,0.6000000000000001,2.0,1008.0,0.15000000000000002,24,COMPLETE
94,94,1.0124642024168335,2025-06-22 16:42:24.870954,2025-06-22 16:43:13.368519,0 days 00:00:48.497565,3240.0,0.03,4m,2.6,0.2,0.5,192.0,,,,,,,,,,,,,,,4712.0,0.02,2m,1.8,0.4,1.5,672.0,6592.0,0.03,3m,2.2,0.4,1.0,704.0,5336.0,0.045000000000000005,5m,2.2,1.0,0.5,320.0,8112.0,0.03,4m,2.6,1.0,1.5,712.0,7968.0,0.045000000000000005,5m,1.4,0.2,1.0,144.0,3104,0.045000000000000005,3m,1.8,1.0,0.5,792,1760.0,0.03,5m,2.2,1.0,2.0,912.0,2352,0.02,1m,2.0,0.6000000000000001,0.5,960,7728.0,0.025,4m,1.2,0.0,1.0,784.0,4000,0.05,5m,2.2,0.4,0.5,416,3856.0,0.04,2m,1.6,0.2,1.0,248.0,8024.0,0.02,5m,2.6,0.8,2.0,640.0,,,,,,,,5872.0,0.03,2m,2.4000000000000004,0.6000000000000001,0.5,968.0,1432.0,0.02,1m,2.2,0.6000000000000001,1.5,752.0,5080,0.03,2m,2.4000000000000004,0.2,0.5,320,2976,0.02,1m,2.6,0.2,2.0,840,,,,,,,,6696.0,0.045000000000000005,4m,1.6,0.2,2.0,632.0,4360,0.045000000000000005,3m,3.0,0.6000000000000001,1.5,576,7200,0.04,5m,1.6,1.0,2.0,208,,,,,,,,8008,0.01,4m,1.4,0.0,0.5,872,6584.0,0.03,2m,1.8,0.4,0.5,216.0,2192,0.035,2m,1.4,0.4,1.0,952,2264,0.04,4m,2.4000000000000004,0.4,2.0,360,4512.0,0.025,3m,2.2,0.6000000000000001,2.0,1000.0,0.2,25,COMPLETE
95,95,1.0165903875731377,2025-06-22 16:43:13.597062,2025-06-22 16:43:43.737944,0 days 00:00:30.140882,,,,,,,,,,,,,,,,,,,,,,3064.0,0.02,2m,1.4,0.2,1.5,728.0,,,,,,,,5024.0,0.04,5m,2.4000000000000004,1.0,0.5,344.0,7728.0,0.035,1m,2.4000000000000004,1.0,1.5,792.0,7520.0,0.05,3m,2.0,0.4,1.0,200.0,3192,0.035,2m,1.6,1.0,0.5,976,1896.0,0.03,3m,2.0,1.0,2.0,960.0,2648,0.03,2m,1.8,0.6000000000000001,0.5,872,,,,,,,,4648,0.045000000000000005,5m,2.8,0.4,0.5,528,,,,,,,,6984.0,0.015,5m,2.4000000000000004,1.0,2.0,696.0,,,,,,,,6648.0,0.025,2m,2.6,0.4,0.5,880.0,,,,,,,,5832,0.035,2m,2.6,0.4,0.5,424,3200,0.02,1m,2.6,0.2,2.0,872,,,,,,,,6352.0,0.05,2m,1.6,0.0,2.0,480.0,4696,0.04,3m,2.8,0.6000000000000001,1.5,560,7608,0.035,3m,1.8,1.0,2.0,256,,,,,,,,7352,0.01,4m,1.2,0.0,0.5,944,,,,,,,,2528,0.03,2m,1.4,0.4,1.0,384,1856,0.045000000000000005,4m,2.6,0.4,2.0,560,4752.0,0.03,3m,2.2,0.6000000000000001,2.0,968.0,0.15000000000000002,19,COMPLETE
96,96,1.0068696654344844,2025-06-22 16:43:43.818273,2025-06-22 16:44:05.559215,0 days 00:00:21.740942,,,,,,,,,,,,,,,,,,,,,,3424.0,0.015,2m,2.2,0.2,1.5,600.0,,,,,,,,4528.0,0.035,5m,2.4000000000000004,1.0,0.5,272.0,7408.0,0.03,4m,2.6,1.0,1.5,632.0,6608.0,0.045000000000000005,5m,1.2,0.4,1.0,176.0,4320,0.045000000000000005,2m,1.4,1.0,0.5,880,2664.0,0.035,5m,2.0,1.0,2.0,792.0,2880,0.035,1m,2.0,0.4,0.5,952,8144.0,0.03,4m,1.0,0.4,1.0,832.0,5080,0.045000000000000005,5m,3.0,0.4,0.5,472,,,,,,,,7624.0,0.02,5m,2.2,0.6000000000000001,2.0,800.0,,,,,,,,4864.0,0.03,1m,2.8,0.4,0.5,808.0,2232.0,0.02,1m,2.0,0.6000000000000001,1.0,720.0,6576,0.035,2m,2.8,0.4,0.5,232,1784,0.025,1m,2.8,0.2,2.0,928,,,,,,,,6752.0,0.045000000000000005,2m,1.8,0.2,2.0,536.0,5040,0.045000000000000005,3m,2.8,0.6000000000000001,1.5,520,8024,0.04,5m,1.4,1.0,2.0,360,,,,,,,,7184,0.01,2m,1.2,0.2,0.5,824,,,,,,,,1888,0.03,3m,1.6,0.2,1.0,1024,1032,0.05,4m,2.4000000000000004,0.4,2.0,640,5328.0,0.03,3m,2.2,0.6000000000000001,2.0,912.0,0.2,21,COMPLETE
